gene	pvalue	HR	CI	nHighgroup	nLowgroup
DDHD2	0.563994700914597	1.22841561775203	95% CI: 0.6 - 2.52	24	24
PCDH12	0.564020615116997	1.22700655681251	95% CI: 0.6 - 2.52	24	24
UBQLN3	0.564042844786781	1.40084000459459	95% CI: 0.36 - 5.52	5	43
DHX16	0.564077703658362	1.22877684222956	95% CI: 0.6 - 2.51	24	24
RGS10	0.564103959804755	1.22667965306872	95% CI: 0.6 - 2.51	24	24
CHRNB2	0.564154576731181	0.815918619567071	95% CI: 0.4 - 1.68	24	24
NAGS	0.564187548718209	0.814295777014065	95% CI: 0.4 - 1.67	24	24
EXD2	0.56420174951347	0.814314018021638	95% CI: 0.4 - 1.67	24	24
FHL2	0.564262596316171	1.22837630129302	95% CI: 0.6 - 2.51	24	24
CTSS	0.564393677425051	1.22673657480146	95% CI: 0.6 - 2.52	24	24
MEF2D	0.564455447043703	1.22833820918563	95% CI: 0.59 - 2.54	24	24
IGHV3-32	0.564530577921434	1.40316727804972	95% CI: 0.36 - 5.53	4	44
RAB3IL1	0.564751131913652	1.22666342378234	95% CI: 0.6 - 2.52	24	24
CTTNBP2	0.564831838910307	0.814657962170243	95% CI: 0.4 - 1.67	24	24
AC026691.1	0.564837757842016	1.22441195965313	95% CI: 0.6 - 2.51	24	24
AC008014.1	0.564838219007485	0.814186908745317	95% CI: 0.4 - 1.67	24	24
MYCBP	0.564845484467916	1.22935651175152	95% CI: 0.6 - 2.52	24	24
LINC01426	0.564900483617348	1.2300385289284	95% CI: 0.6 - 2.52	24	24
ATP5MC3	0.564966057584175	1.2272987281237	95% CI: 0.6 - 2.51	24	24
C15orf62	0.565148114781464	1.22852010330178	95% CI: 0.6 - 2.51	24	24
SLC4A4	0.565161181698837	0.815509948924615	95% CI: 0.4 - 1.67	24	24
AC091588.2	0.565162561124382	0.794258534745992	95% CI: 0.37 - 1.72	13	35
IQCK	0.565188064965547	1.22886717453476	95% CI: 0.6 - 2.51	24	24
MIA3	0.565224890185425	1.21670035834827	95% CI: 0.58 - 2.54	24	24
C3orf36	0.56525930300493	0.816177353179829	95% CI: 0.4 - 1.68	24	24
LINC00907	0.565277978399885	0.813258274705536	95% CI: 0.4 - 1.66	24	24
RIMBP2	0.565302128607922	1.23018244826826	95% CI: 0.6 - 2.52	24	24
KCNT1	0.565309597661947	1.22702685462346	95% CI: 0.6 - 2.51	24	24
FGF14-AS2	0.565316761783678	0.814157804000987	95% CI: 0.4 - 1.67	24	24
C1orf131	0.565330836480546	0.816112006421994	95% CI: 0.4 - 1.67	24	24
MGARP	0.565339729675692	0.813917233873291	95% CI: 0.4 - 1.67	24	24
GMDS	0.565361832489264	0.815379017786564	95% CI: 0.4 - 1.67	24	24
NAA16	0.565404584484727	1.22450003406184	95% CI: 0.6 - 2.51	24	24
ZNF71	0.565412669160879	1.22359982104988	95% CI: 0.59 - 2.53	24	24
SAT1	0.565574630209181	1.22488491567633	95% CI: 0.59 - 2.53	24	24
FAM92B	0.565611888786359	0.814147055024366	95% CI: 0.4 - 1.67	24	24
TRAPPC13	0.565627480635967	1.22707770687981	95% CI: 0.6 - 2.51	24	24
TAF13	0.565692464498538	0.813337250872482	95% CI: 0.4 - 1.66	24	24
AL162414.1	0.565695810849247	0.804981997602253	95% CI: 0.39 - 1.68	18	30
ZBTB9	0.565742724597823	1.34848465615489	95% CI: 0.41 - 4.39	5	43
KAT7	0.565753792659701	1.22431572137343	95% CI: 0.6 - 2.51	24	24
PDCD11	0.565758856006245	0.815506592449962	95% CI: 0.4 - 1.67	24	24
F8	0.565797268315033	0.813111584366938	95% CI: 0.4 - 1.66	24	24
AL139002.1	0.565954847321	1.40206040028077	95% CI: 0.36 - 5.53	3	45
SOX12	0.565999259685781	1.2246169355055	95% CI: 0.6 - 2.51	24	24
LINC00942	0.566039338085635	1.22386307202096	95% CI: 0.6 - 2.5	24	24
CCNY	0.566143659682021	1.22814894089667	95% CI: 0.6 - 2.51	24	24
AC174065.1	0.566162029448502	0.810158537208026	95% CI: 0.39 - 1.67	20	28
AL133330.2	0.566167004354285	1.49934673112195	95% CI: 0.27 - 8.35	2	46
LINC01097	0.566167004354285	1.49934673112195	95% CI: 0.27 - 8.35	2	46
LINC02590	0.566167004354285	1.49934673112195	95% CI: 0.27 - 8.35	2	46
INPP5K	0.566176653539037	1.22752543541058	95% CI: 0.6 - 2.51	24	24
FAM189B	0.566180420938371	0.81573354648024	95% CI: 0.4 - 1.67	24	24
LINC01077	0.566192342410148	1.39872289613205	95% CI: 0.36 - 5.51	4	44
ZSCAN21	0.566310002969642	1.21624543787282	95% CI: 0.59 - 2.5	24	24
AC131956.2	0.566390881344889	1.24173189250285	95% CI: 0.55 - 2.82	15	33
MCM7	0.566528919469538	1.22834935550848	95% CI: 0.6 - 2.51	24	24
AL008635.1	0.566558719869321	1.22699063374524	95% CI: 0.59 - 2.54	19	29
LDLRAD3	0.566586658375061	1.22524338835407	95% CI: 0.6 - 2.52	24	24
TUBAL3	0.566630471123554	0.816500681424867	95% CI: 0.4 - 1.68	24	24
AF127577.5	0.566645872346637	1.25942044607081	95% CI: 0.53 - 2.97	11	37
FUT8	0.566681812047656	0.815764194940793	95% CI: 0.4 - 1.67	24	24
GP5	0.566723517281139	1.22751280644396	95% CI: 0.6 - 2.51	24	24
RNF19B	0.566748932206755	0.815688267289317	95% CI: 0.4 - 1.67	24	24
AC053503.4	0.566862691441249	0.800867674724787	95% CI: 0.38 - 1.7	17	31
AL157402.2	0.567005796984285	1.26591736352507	95% CI: 0.51 - 3.13	13	35
FGR	0.567065035058148	1.22582785998885	95% CI: 0.59 - 2.53	24	24
TMSB15A	0.567067979393365	0.815575826831065	95% CI: 0.4 - 1.67	24	24
AL133406.3	0.56709484346828	1.22998146535035	95% CI: 0.6 - 2.52	24	24
AL355075.2	0.567111473690939	0.813473807239226	95% CI: 0.4 - 1.67	24	24
AC092835.1	0.567174975480908	1.21731230621833	95% CI: 0.59 - 2.51	24	24
AP002957.1	0.567195119483854	0.761353120421089	95% CI: 0.32 - 1.84	9	39
FMO5	0.56740965130569	1.2249282943573	95% CI: 0.6 - 2.51	24	24
AC108102.1	0.567472995571402	1.49423193896282	95% CI: 0.27 - 8.3	3	45
TMEM120B	0.567534538780915	1.22315500885899	95% CI: 0.6 - 2.5	24	24
AC005920.3	0.567546910438068	0.715911894493727	95% CI: 0.25 - 2.04	8	40
ARHGEF3	0.56759399008395	0.815020803438324	95% CI: 0.4 - 1.67	24	24
PRRX2	0.567665171896416	0.813919416015212	95% CI: 0.4 - 1.67	24	24
LRRCC1	0.567683833132602	0.815219558824882	95% CI: 0.4 - 1.67	24	24
TMEM64	0.567688115073627	1.21787500579371	95% CI: 0.59 - 2.5	24	24
ZNF793-AS1	0.567733715986154	1.22512864995986	95% CI: 0.6 - 2.51	24	24
AMBRA1	0.567736561738115	1.22731448433669	95% CI: 0.6 - 2.51	24	24
SLC26A2	0.567755064753761	1.22471948776973	95% CI: 0.6 - 2.51	24	24
AC037198.2	0.567816435988017	1.22474860062897	95% CI: 0.6 - 2.51	24	24
CYP3A43	0.567851190206186	1.22809858296505	95% CI: 0.59 - 2.56	19	29
MAP7D2	0.567928467821603	1.2282134636413	95% CI: 0.6 - 2.51	24	24
GMPR2	0.567971103450113	1.21978873347073	95% CI: 0.59 - 2.5	24	24
AL031768.1	0.56801412021279	1.22584696673964	95% CI: 0.6 - 2.51	24	24
ZNRF3	0.568036046102385	1.21489962081243	95% CI: 0.59 - 2.49	24	24
MYCBP2	0.568067489645918	0.815046140405148	95% CI: 0.4 - 1.67	24	24
FRMD6	0.568071821562236	1.22620903686975	95% CI: 0.6 - 2.51	24	24
FAM84A	0.568134564918004	0.815685064125965	95% CI: 0.4 - 1.67	24	24
GALR3	0.568136677587331	1.24721952118271	95% CI: 0.55 - 2.83	13	35
AL136164.1	0.568178229949656	1.23373257824253	95% CI: 0.56 - 2.72	16	32
AC087672.2	0.568184675201949	0.807320154638353	95% CI: 0.39 - 1.69	19	29
BBOX1-AS1	0.568190772939954	1.22463606704327	95% CI: 0.6 - 2.51	24	24
OTC	0.568200339169627	0.818676440590984	95% CI: 0.4 - 1.68	24	24
PDZRN4	0.568221613035335	0.816227771746586	95% CI: 0.4 - 1.67	24	24
PPP1R15A	0.568233746585118	0.820416974910395	95% CI: 0.4 - 1.68	24	24
UGT1A9	0.568238842334311	1.22528519409663	95% CI: 0.59 - 2.53	21	27
AL583808.1	0.568258697827657	0.669218174686114	95% CI: 0.2 - 2.25	5	43
RBM15B	0.568286350382079	1.22703310442387	95% CI: 0.6 - 2.51	24	24
TUBG2	0.568479642959131	1.22240708866331	95% CI: 0.6 - 2.51	24	24
LINC01354	0.56852148986967	1.21771411694868	95% CI: 0.59 - 2.52	24	24
RNF133	0.568522094426184	0.816155346234796	95% CI: 0.4 - 1.67	24	24
B9D1	0.56853601007693	0.815769910394707	95% CI: 0.4 - 1.67	24	24
ZNF501	0.568544355978929	1.22386959074695	95% CI: 0.6 - 2.51	24	24
RMDN3	0.568557093561224	1.22583073474188	95% CI: 0.6 - 2.51	24	24
AL035691.1	0.568567227806695	0.575608505965218	95% CI: 0.12 - 2.71	2	46
HOXA6	0.568594271781897	1.22573968915664	95% CI: 0.6 - 2.51	24	24
AC131097.4	0.568612359356625	1.22433929401421	95% CI: 0.6 - 2.51	24	24
AC006333.2	0.568629457076619	1.2249155564141	95% CI: 0.6 - 2.51	24	24
AL138820.1	0.568637576884093	1.21960426669862	95% CI: 0.6 - 2.5	24	24
AP002360.2	0.568702321365809	1.21234522916642	95% CI: 0.59 - 2.5	23	25
RPS4Y1	0.568805868021454	1.22760718433435	95% CI: 0.6 - 2.51	24	24
TSTA3	0.568918477770432	1.22391394356693	95% CI: 0.6 - 2.5	24	24
MYBBP1A	0.568924032044144	1.22469634325332	95% CI: 0.6 - 2.51	24	24
DPM1	0.569004373744234	1.22582626989345	95% CI: 0.6 - 2.51	24	24
CPN1	0.569028574822166	0.802100192790507	95% CI: 0.38 - 1.7	14	34
LINC00337	0.569040885080206	1.22693728866395	95% CI: 0.6 - 2.51	24	24
KDM2B	0.569073150655379	1.22577161612142	95% CI: 0.6 - 2.51	24	24
ABI3BP	0.569115283948077	1.22430499148385	95% CI: 0.6 - 2.51	24	24
LINC01948	0.569174460801888	1.22489601579674	95% CI: 0.6 - 2.51	24	24
AOC2	0.569188359214834	0.818197858510144	95% CI: 0.4 - 1.67	24	24
SELENOT	0.569225906711993	1.22430233990263	95% CI: 0.6 - 2.51	24	24
HPSE2	0.56926924512813	1.21825684727535	95% CI: 0.58 - 2.54	23	25
TP53AIP1	0.569299951250722	0.817031230938575	95% CI: 0.4 - 1.68	24	24
MAPK8IP1	0.569329106708236	0.815999396999686	95% CI: 0.4 - 1.67	24	24
AL583785.1	0.569360894914554	0.815828351228907	95% CI: 0.4 - 1.67	24	24
TXNRD1	0.569367125937396	1.22654120445388	95% CI: 0.6 - 2.51	24	24
AL354892.1	0.569419629931111	0.716080660618542	95% CI: 0.25 - 2.05	6	42
AC009501.1	0.569469602874751	1.2249714351872	95% CI: 0.6 - 2.51	24	24
METTL5	0.569483570721708	1.22415071182158	95% CI: 0.6 - 2.51	24	24
CA1	0.569571184436572	0.814721539263502	95% CI: 0.4 - 1.67	24	24
ADRA2B	0.569590645872054	0.816855507757678	95% CI: 0.4 - 1.67	24	24
PYM1	0.569607086856933	1.22743585868389	95% CI: 0.6 - 2.51	24	24
NLRP9	0.569647802754691	0.817944530033668	95% CI: 0.4 - 1.67	23	25
SLC25A53	0.569648486159517	1.22141284119705	95% CI: 0.59 - 2.52	24	24
PHLDA2	0.569651684183231	1.22599054606431	95% CI: 0.6 - 2.51	24	24
CFAP99	0.569679770045225	0.816657747439735	95% CI: 0.4 - 1.67	24	24
MOB2	0.569680197804506	1.2248767158214	95% CI: 0.6 - 2.51	24	24
AL355312.2	0.569780380971269	1.22562734246612	95% CI: 0.6 - 2.51	24	24
ALG14	0.569792421426369	1.22536225077371	95% CI: 0.6 - 2.51	24	24
FAM216A	0.569804582228345	1.22460238709509	95% CI: 0.6 - 2.51	24	24
PLCB4	0.569823462685375	0.817461074152953	95% CI: 0.4 - 1.68	24	24
AC092801.1	0.569839265158494	0.793122153083789	95% CI: 0.36 - 1.76	12	36
MFSD2A	0.569892574872867	1.22909139987687	95% CI: 0.6 - 2.52	24	24
BCL2	0.569923827204493	1.22469829605228	95% CI: 0.6 - 2.51	24	24
VIT	0.569975251964728	0.81511081707205	95% CI: 0.4 - 1.67	24	24
AC008079.1	0.569990827415175	1.39664444972371	95% CI: 0.36 - 5.49	5	43
BCAP31	0.570011857183738	1.22649751156654	95% CI: 0.6 - 2.51	24	24
AC027698.1	0.570036268320304	0.71445227325008	95% CI: 0.25 - 2.04	7	41
AL139147.1	0.570047510398304	1.2240196190535	95% CI: 0.6 - 2.51	24	24
CASP6	0.570100468547514	1.22388530455024	95% CI: 0.6 - 2.5	24	24
CUTC	0.57016408545636	1.22282058272277	95% CI: 0.6 - 2.5	24	24
AC006357.1	0.57026257853196	1.22249430644846	95% CI: 0.59 - 2.53	22	26
AL596220.1	0.570319081176958	1.22617771183886	95% CI: 0.6 - 2.51	24	24
AC011471.2	0.570346982803805	0.668708603217	95% CI: 0.2 - 2.25	4	44
SLC6A15	0.570446300773639	1.22154532331971	95% CI: 0.6 - 2.51	24	24
CENPJ	0.570473575133577	0.819413813476659	95% CI: 0.4 - 1.68	24	24
AP003397.1	0.570491797961687	0.716078366079491	95% CI: 0.25 - 2.05	6	42
CREB3	0.570555465162094	1.22166282207692	95% CI: 0.6 - 2.51	24	24
AC136469.1	0.570619624726068	0.788102528773353	95% CI: 0.35 - 1.75	12	36
AL356270.1	0.570683309000636	0.78136128720265	95% CI: 0.34 - 1.8	10	38
ATN1	0.570732415071583	1.22120448785361	95% CI: 0.59 - 2.51	24	24
PQLC1	0.570735456155074	1.22651482632319	95% CI: 0.6 - 2.51	24	24
VWA1	0.570813145705257	1.22483514950539	95% CI: 0.6 - 2.51	24	24
LINC01990	0.570871029956997	1.23284563555298	95% CI: 0.57 - 2.66	17	31
PARP4	0.570891735062121	1.22441830331059	95% CI: 0.6 - 2.51	24	24
ABCC6	0.570952165643104	0.816679036260973	95% CI: 0.4 - 1.67	24	24
AP000350.6	0.571012056541913	0.821172036349143	95% CI: 0.4 - 1.69	24	24
RAB6C	0.571054216071487	1.22318175473044	95% CI: 0.6 - 2.5	24	24
AL357500.1	0.571118905427897	1.30694137894056	95% CI: 0.46 - 3.75	6	42
GMNC	0.571147136431665	0.77738172085492	95% CI: 0.34 - 1.79	12	36
DPEP3	0.571195642423425	1.22259551629683	95% CI: 0.59 - 2.53	24	24
PCDHGC3	0.571210211941691	1.22244655650369	95% CI: 0.6 - 2.51	24	24
AC009097.4	0.571252241100236	1.22264208468995	95% CI: 0.59 - 2.53	21	27
MGAT4C	0.571287908517231	0.815630135657756	95% CI: 0.4 - 1.67	24	24
AC092755.2	0.571300331739232	0.816122106473945	95% CI: 0.4 - 1.68	24	24
EFCAB6	0.571313314796443	1.22301672838765	95% CI: 0.6 - 2.5	24	24
EDN1	0.571350326346669	1.2259615491949	95% CI: 0.6 - 2.51	24	24
AP2A2	0.571370572694117	1.22430910179413	95% CI: 0.6 - 2.51	24	24
TMEFF1	0.571372641823011	1.22293219460284	95% CI: 0.6 - 2.51	23	25
AL080248.1	0.571522274206201	0.743806538486643	95% CI: 0.29 - 1.92	6	42
DUSP2	0.571532589709529	1.223591578571	95% CI: 0.6 - 2.5	24	24
TMEM158	0.571538055472816	1.22598278487751	95% CI: 0.6 - 2.51	24	24
SH3BP5-AS1	0.571565302565155	1.22385632589836	95% CI: 0.6 - 2.5	24	24
MCHR2-AS1	0.57156716174123	1.2784807030204	95% CI: 0.49 - 3.36	9	39
KCNMA1	0.571578341322813	1.22255106041097	95% CI: 0.59 - 2.53	24	24
IGHV3-15	0.57161145114992	1.2232321517578	95% CI: 0.6 - 2.5	24	24
EOGT	0.571618096134115	0.818503942414737	95% CI: 0.4 - 1.68	24	24
COA3	0.571618365079499	1.22475562062288	95% CI: 0.6 - 2.51	24	24
CDHR5	0.571709174433557	1.22418565925224	95% CI: 0.6 - 2.51	24	24
AC097532.2	0.57182096015947	1.22354675191129	95% CI: 0.6 - 2.51	21	27
AL008723.1	0.571873553078163	1.21251186541073	95% CI: 0.59 - 2.49	24	24
ZNF276	0.571873741640095	1.22266629317589	95% CI: 0.6 - 2.51	24	24
AVEN	0.571892273791299	0.81844804657362	95% CI: 0.4 - 1.67	24	24
ZCCHC12	0.571943275708704	0.818417550710688	95% CI: 0.4 - 1.67	24	24
AC007569.1	0.571947315716015	1.22174208768577	95% CI: 0.6 - 2.5	24	24
AGXT2	0.572040856548207	1.39548423540325	95% CI: 0.35 - 5.49	5	43
AC055876.5	0.572083321698374	1.24858570167325	95% CI: 0.53 - 2.94	13	35
GEMIN7-AS1	0.572108186315697	1.22215699431002	95% CI: 0.6 - 2.5	24	24
C14orf178	0.572170204697733	0.811430775692689	95% CI: 0.39 - 1.68	19	29
RIN1	0.572176601382679	1.22335940637037	95% CI: 0.6 - 2.5	24	24
AC010240.3	0.57221178394565	1.23795580682866	95% CI: 0.56 - 2.73	16	32
TGFBRAP1	0.572218548820871	1.22040324465002	95% CI: 0.59 - 2.51	24	24
AC005697.1	0.572220633958775	0.575989455929488	95% CI: 0.12 - 2.71	3	45
TBC1D4	0.57226977477541	1.22183233215663	95% CI: 0.6 - 2.51	24	24
SMAD5	0.572274323374832	0.817077747474655	95% CI: 0.4 - 1.67	24	24
PYROXD2	0.57230475520125	0.818074631483373	95% CI: 0.4 - 1.68	24	24
IGLV6-57	0.572318344611152	1.2228830836999	95% CI: 0.59 - 2.53	24	24
PKP2	0.57240800503404	1.22320889671168	95% CI: 0.6 - 2.5	24	24
AC005696.3	0.57243482971169	0.820368322815855	95% CI: 0.4 - 1.68	24	24
AC108673.2	0.572461769182781	1.2223282110951	95% CI: 0.59 - 2.53	24	24
AP000766.1	0.572464618581748	0.81835801888713	95% CI: 0.4 - 1.67	24	24
TMEM106C	0.572636606837641	0.817865295539182	95% CI: 0.4 - 1.68	24	24
AL157834.2	0.572643960685294	0.807688778857307	95% CI: 0.38 - 1.71	17	31
AC246817.1	0.572655012604173	0.777842363949097	95% CI: 0.34 - 1.79	12	36
DHODH	0.572713140356475	1.22441338149165	95% CI: 0.6 - 2.51	24	24
EPHB4	0.572722970046749	1.22484109808669	95% CI: 0.6 - 2.51	24	24
RDH12	0.572734520663395	0.819095703855889	95% CI: 0.4 - 1.68	24	24
S1PR3	0.572752456526256	1.22231978612414	95% CI: 0.6 - 2.51	24	24
OR56B1	0.572916433467647	0.715846250305962	95% CI: 0.25 - 2.04	6	42
CCDC121	0.572969196146457	1.2196522827357	95% CI: 0.59 - 2.5	24	24
GABRP	0.57298694044718	1.22212754964776	95% CI: 0.6 - 2.5	24	24
MANSC1	0.573025010558016	0.818948833729257	95% CI: 0.4 - 1.68	24	24
TBXA2R	0.573062648366344	1.22123614233801	95% CI: 0.59 - 2.51	24	24
IGHV5-51	0.57307856669233	1.22168873638032	95% CI: 0.59 - 2.52	24	24
CYP11A1	0.573111590500437	1.22158003543492	95% CI: 0.6 - 2.5	24	24
AC117386.2	0.573201855856068	0.818681880140506	95% CI: 0.4 - 1.68	22	26
AL356134.1	0.57333399208006	0.719349241714106	95% CI: 0.25 - 2.06	7	41
AC074344.2	0.573378164698007	0.717661873941347	95% CI: 0.25 - 2.05	5	43
SYNDIG1	0.573384823682157	1.21283902175019	95% CI: 0.59 - 2.49	24	24
FAM208B	0.573444368410216	1.22254642771581	95% CI: 0.6 - 2.5	24	24
ACTR1A	0.573451613516016	1.2193717252529	95% CI: 0.6 - 2.5	24	24
FO393419.2	0.573491313915307	1.28084763831122	95% CI: 0.49 - 3.37	9	39
NCOA7-AS1	0.573524631399999	0.79845547368225	95% CI: 0.37 - 1.73	16	32
ZNF460	0.573558198584996	1.22227064059001	95% CI: 0.6 - 2.51	24	24
AC063944.3	0.573642240655743	0.80982117950443	95% CI: 0.38 - 1.72	19	29
AC006065.4	0.573656392894783	0.577907086790501	95% CI: 0.12 - 2.73	2	46
AC073283.3	0.573656392894783	0.577907086790501	95% CI: 0.12 - 2.73	2	46
TEX44	0.573656392894783	0.577907086790501	95% CI: 0.12 - 2.73	2	46
C3orf67-AS1	0.573661874008764	0.716711227302635	95% CI: 0.25 - 2.05	6	42
DCBLD2	0.573747763354283	0.818727443755649	95% CI: 0.4 - 1.68	24	24
AC002511.1	0.573758595910789	1.22254712960777	95% CI: 0.57 - 2.63	19	29
AC105460.2	0.573765152196481	0.675475259379883	95% CI: 0.2 - 2.28	4	44
SMIM11B	0.573765152196481	0.675475259379883	95% CI: 0.2 - 2.28	4	44
AL353626.1	0.573774756012058	1.33763761842957	95% CI: 0.41 - 4.34	8	40
SPTLC2	0.57382425466931	1.22144152911006	95% CI: 0.6 - 2.5	24	24
HDGF	0.573827434826424	1.22403262034598	95% CI: 0.6 - 2.5	24	24
LILRA4	0.573837189650335	1.22081303125466	95% CI: 0.59 - 2.51	24	24
AC008758.6	0.573847987832015	1.25067868250457	95% CI: 0.53 - 2.95	13	35
LIFR	0.573881142791835	1.2214628352359	95% CI: 0.59 - 2.52	24	24
PAQR8	0.573896662871218	1.22262822448819	95% CI: 0.6 - 2.5	24	24
AC116609.1	0.573913992604376	1.27559942269067	95% CI: 0.49 - 3.35	10	38
AL139339.2	0.573947076099181	0.798681184772707	95% CI: 0.37 - 1.73	16	32
AL031665.2	0.573966601612154	1.22119698942981	95% CI: 0.6 - 2.5	24	24
C12orf66	0.574054208093323	1.22170778400461	95% CI: 0.6 - 2.5	24	24
KLF12	0.574097887064535	1.2206296843837	95% CI: 0.59 - 2.51	24	24
SH3PXD2B	0.574195975420633	1.2186097982311	95% CI: 0.6 - 2.49	24	24
FOSL2	0.574246332728997	0.818308184804693	95% CI: 0.4 - 1.67	24	24
AC123786.1	0.574283021714001	0.673331580708512	95% CI: 0.2 - 2.27	4	44
AC138646.1	0.574283021714001	0.673331580708512	95% CI: 0.2 - 2.27	4	44
AL049651.1	0.574283021714001	0.673331580708512	95% CI: 0.2 - 2.27	4	44
IGLL5	0.574288939114447	1.22166521156477	95% CI: 0.6 - 2.51	24	24
GPAT2	0.574326424423754	0.819407350588135	95% CI: 0.4 - 1.68	24	24
AL390728.5	0.574329731917254	0.71844886092814	95% CI: 0.25 - 2.05	6	42
RHBDL3	0.574382038572218	1.22167916245631	95% CI: 0.6 - 2.5	24	24
RND1	0.574563939774218	0.822465265077665	95% CI: 0.4 - 1.68	24	24
TRAJ33	0.574579305852107	0.717158939729329	95% CI: 0.25 - 2.05	7	41
MOK	0.574587674363893	1.22250912284004	95% CI: 0.6 - 2.5	24	24
LINC01708	0.574634659566643	0.745543390893828	95% CI: 0.29 - 1.93	9	39
GINS3	0.57465805095392	1.22599303599958	95% CI: 0.6 - 2.52	24	24
AC003965.1	0.574658999898653	1.20937917159085	95% CI: 0.59 - 2.5	24	24
HIST2H4B	0.574673725519163	1.22170252730954	95% CI: 0.6 - 2.5	24	24
LINC01271	0.574765741206297	0.818610736284644	95% CI: 0.4 - 1.68	24	24
TOM1L1	0.574849800277767	0.820023456917354	95% CI: 0.4 - 1.68	24	24
AL133553.1	0.574887799865326	1.27945386611981	95% CI: 0.49 - 3.37	10	38
AC005392.3	0.574895580873577	0.579614779286172	95% CI: 0.12 - 2.74	4	44
AP001094.3	0.574990346460519	1.22813889887074	95% CI: 0.56 - 2.7	17	31
AL445933.2	0.575039068007723	0.718450394286026	95% CI: 0.25 - 2.05	7	41
EIPR1	0.575057655434324	1.22316623222982	95% CI: 0.6 - 2.5	24	24
YIPF1	0.575067893146662	1.21682902141598	95% CI: 0.59 - 2.49	24	24
AGTR1	0.57510262856959	1.22000062888681	95% CI: 0.59 - 2.5	24	24
ACADM	0.575114496014571	1.21833357665858	95% CI: 0.58 - 2.54	24	24
CSTF2T	0.575137124114297	1.2165055928246	95% CI: 0.59 - 2.5	24	24
ATF6	0.575137659860937	0.818157208720047	95% CI: 0.4 - 1.67	24	24
SND1-IT1	0.575139973140071	0.8197639961511	95% CI: 0.4 - 1.68	24	24
RNF11	0.575165461725618	1.22028105759949	95% CI: 0.59 - 2.51	24	24
IGHVIII-25-1	0.575176145781554	0.577934419206414	95% CI: 0.12 - 2.73	2	46
STK26	0.575187057182539	1.22159107158411	95% CI: 0.6 - 2.5	24	24
NNAT	0.57520012895577	0.817118267927461	95% CI: 0.4 - 1.67	24	24
PVALB	0.575240811933799	1.21653876497748	95% CI: 0.59 - 2.51	24	24
AC098617.1	0.575270504207212	1.23485500603832	95% CI: 0.56 - 2.72	15	33
KCNJ8	0.575322470192676	0.816963580168312	95% CI: 0.4 - 1.68	24	24
AIPL1	0.575329507066386	1.33997365350216	95% CI: 0.41 - 4.35	5	43
PRSS35	0.575331548100775	0.81871339438974	95% CI: 0.4 - 1.68	24	24
PI15	0.575339434792151	0.818157131134441	95% CI: 0.4 - 1.67	24	24
AC007923.4	0.575346543086126	0.719017958537997	95% CI: 0.25 - 2.06	6	42
OR8G5	0.575462843978402	1.33585586380547	95% CI: 0.41 - 4.33	6	42
MEOX1	0.575500506804617	1.22029490765724	95% CI: 0.6 - 2.5	24	24
RNF103	0.575512383396905	1.22140373617091	95% CI: 0.6 - 2.5	24	24
PYROXD1	0.575513997496516	1.21956816192473	95% CI: 0.59 - 2.5	24	24
ADCY3	0.575525042860977	0.818938252416045	95% CI: 0.4 - 1.68	24	24
GPER1	0.575530580714377	0.818519490208449	95% CI: 0.4 - 1.68	24	24
FAM171A1	0.575553076630564	0.819672076734992	95% CI: 0.4 - 1.68	24	24
AC084782.2	0.575569792654565	1.2217086684618	95% CI: 0.59 - 2.55	19	29
YPEL5	0.575571766377796	1.22154504341252	95% CI: 0.6 - 2.5	24	24
SAGE1	0.57566654433826	0.794908675193759	95% CI: 0.36 - 1.77	11	37
AC019254.1	0.575763216443014	1.21918710019942	95% CI: 0.59 - 2.52	24	24
AC023590.1	0.575784448461611	0.817901106623191	95% CI: 0.4 - 1.67	24	24
HHIPL1	0.575794958923765	1.21943420623329	95% CI: 0.59 - 2.5	24	24
VLDLR-AS1	0.575804935481429	0.819708869737849	95% CI: 0.4 - 1.68	24	24
AP001059.3	0.575809450016789	1.48433625915448	95% CI: 0.27 - 8.2	2	46
CHML	0.575815621600415	1.22146152447714	95% CI: 0.6 - 2.5	24	24
SAMD8	0.575815621600415	1.22146152447714	95% CI: 0.6 - 2.5	24	24
SLC2A4	0.575988645031377	1.22138939653678	95% CI: 0.6 - 2.5	24	24
SPACA3	0.575999555780423	0.791330090787274	95% CI: 0.36 - 1.76	13	35
AC113414.1	0.57601003965499	0.579421324313684	95% CI: 0.12 - 2.74	3	45
DLGAP1-AS4	0.57601003965499	0.579421324313684	95% CI: 0.12 - 2.74	3	45
LAMTOR2	0.57601456596164	1.22102355432426	95% CI: 0.6 - 2.5	24	24
CCDC175	0.576218209173932	1.25225590374128	95% CI: 0.53 - 2.95	12	36
AC079760.2	0.576249875455755	1.21774378899272	95% CI: 0.59 - 2.5	24	24
AC084809.1	0.576291156396036	1.22066261393604	95% CI: 0.6 - 2.5	24	24
RASGRF2-AS1	0.576310292011435	0.820557181907614	95% CI: 0.4 - 1.68	24	24
AC087761.1	0.576395155494015	0.674845574929124	95% CI: 0.2 - 2.28	4	44
NR2C2AP	0.576426760303368	1.22287723150681	95% CI: 0.6 - 2.5	24	24
HBA1	0.576450385554864	0.823719994068692	95% CI: 0.4 - 1.69	24	24
